data,hora,natureza_acidente,situacao,bairro,endereco,numero,detalhe_endereco_acidente,complemento,endereco_cruzamento,numero_cruzamento,referencia_cruzamento,bairro_cruzamento,tipo,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,,,,,,,
2017-07-11,13:11:00,SEM VÍTIMA,FINALIZADA,ILHA JOANA BEZERRA,AV DES GUERRA BARRETO,,,E/F AO FORUM DE JOANA BEZERRA,AV DES GUERRA BARRETO,,E/F AO FORUM DE JOANA BEZERRA,ILHA JOANA BEZERRA,COLISÃO,3,,,,,,,,,0,,,,,,,,
2017-07-11,13:15:00,,CANCELADA,COELHOS,RUA CAPITAO JOSE DA LUZ,25,,PROX DO HOSPITAL ESPERANÇA,RUA CAPITAO JOSE DA LUZ,25,PROX DO HOSPITAL ESPERANÇA,COELHOS,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-07-11,13:26:00,SEM VÍTIMA,FINALIZADA,ESTÂNCIA,AV DR JOSE RUFINO,1219,,E/F AO ARCOMIX,AV DR JOSE RUFINO,1219,E/F AO ARCOMIX,ESTÂNCIA,COLISÃO,1,,,,,,1,,,0,,,,,,,,
2017-07-11,13:27:00,SEM VÍTIMA,FINALIZADA,AFOGADOS,AV SUL,2282,,EM FRENTE A ESTAÇÃO LARGO DA PAZ,AV SUL,2282,EM FRENTE A ESTAÇÃO LARGO DA PAZ,AFOGADOS,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-07-11,13:49:00,SEM VÍTIMA,CANCELADA,GRAÇAS,AV RUI BARBOSA,,,NA RUA DO BANCO SANTANDER EM FRENTE A PRAÇA DO ENTROCAMENTO,AV RUI BARBOSA,,NA RUA DO BANCO SANTANDER EM FRENTE A PRAÇA DO ENTROCAMENTO,GRAÇAS,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-07-11,14:03:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,,SENTIDO AEROPORTO CENTRO EM FRENTE A UPA,AV MARECHAL MASCARENHAS DE MORAES,,SENTIDO AEROPORTO CENTRO EM FRENTE A UPA,IMBIRIBEIRA,COLISÃO,1,1,,,,,,,,0,,,,,,,,
2017-07-11,14:04:00,SEM VÍTIMA,FINALIZADA,CASA AMARELA,EST DAS UBAIAS,,55,,E/F AO MERCADINHO BOM DEMAIS,EST DAS UBAIAS,,55,E/F AO MERCADINHO BOM DEMAIS,CASA AMARELA,COLISÃO,2,,,,,,,,,0,,,,,,
2017-07-11,14:48:00,COM VÍTIMA,FINALIZADA,BOA VISTA,RUA JOSE DE ALENCAR,522,,PX A UNIMED III,RUA JOSE DE ALENCAR,522,PX A UNIMED III,BOA VISTA,COLISÃO,1,1,,,,,,,,1,,,,,,,,
2017-07-11,14:48:00,SEM VÍTIMA,FINALIZADA,BOA VISTA,RUA DO PROGRESSO,27,,APOS O ALTINO VENTURA EM FRENTE A MATERNIDADE DO HOSPITAL HAPVIDA,RUA DO PROGRESSO,27,APOS O ALTINO VENTURA EM FRENTE A MATERNIDADE DO HOSPITAL HAPVIDA,BOA VISTA,COLISÃO,1,1,,,,,,,,0,,,,,,,,
2017-07-11,15:57:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,,E/F DA UNIBRATEC S/T CID,AV MARECHAL MASCARENHAS DE MORAES,,E/F DA UNIBRATEC S/T CID,IMBIRIBEIRA,COLISÃO,1,,,,,,1,,,0,,,,,,,,
2017-07-11,16:59:00,SEM VÍTIMA,FINALIZADA,SANTO AMARO,RUA DO VEIGA,600,,PX A TV CLUBE,RUA DO VEIGA,600,PX A TV CLUBE,SANTO AMARO,COLISÃO,3,,,,,,1,,,0,,,,,,,,
2017-07-11,17:12:00,SEM VÍTIMA,FINALIZADA,JARDIM SÃO PAULO,AV JOAO CABRAL DE MELO NETO,2000,,AO LADO DO CERPE,AV JOAO CABRAL DE MELO NETO,2000,AO LADO DO CERPE,JARDIM SÃO PAULO,COLISÃO,1,,,,,,1,,,0,,,,,,,,
2017-07-11,17:55:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA RIBEIRO DE BRITO,,,CRUZAMENTO COM A DOMINGOS FERREIRA,RUA RIBEIRO DE BRITO,,CRUZAMENTO COM A DOMINGOS FERREIRA,BOA VIAGEM,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-07-11,18:32:00,SEM VÍTIMA,FINALIZADA,ESPINHEIRO,RUA CONS PORTELA,285,,APOS A IGREJA DO ESPINHEIRO,RUA CONS PORTELA,285,APOS A IGREJA DO ESPINHEIRO,ESPINHEIRO,COLISÃO,1,,,,,,1,,,0,,,,,,,,
2017-07-11,19:05:00,SEM VÍTIMA,FINALIZADA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,,,SENTIDO BOA VIAGEM ENFR AO MECDONAL´DS,AV GOVERNADOR AGAMENON MAGALHAES,,SENTIDO BOA VIAGEM ENFR AO MECDONAL´DS,DERBY,COLISÃO,1,,,,,1,,,,0,,,,,,,,
2017-07-11,19:25:00,COM VÍTIMA,CANCELADA,CAMPINA DO BARRETO,RUA NOROESTE,115,,PROX. DA POLICLINICA CAMPINA DO BARRETO,RUA NOROESTE,115,PROX. DA POLICLINICA CAMPINA DO BARRETO,CAMPINA DO BARRETO,COLISÃO,1,1,,,,,,,,1,,,,,,,,
2017-07-11,19:28:00,SEM VÍTIMA,FINALIZADA,ÁGUA FRIA,RUA DO MACHADO,557,,PROX. A IGREJA DE SANTO ANTONIO,RUA DO MACHADO,557,PROX. A IGREJA DE SANTO ANTONIO,ÁGUA FRIA,COLISÃO,1,,,,,1,,,,0,,,,,,,,
2017-07-11,20:37:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,2242,,ANTES DO CARREFOUR, EM FRENTE A D´LEVE,AV ENGENHEIRO DOMINGOS FERREIRA,2242,ANTES DO CARREFOUR, EM FRENTE A D´LEVE,BOA VIAGEM,COLISÃO,2,,,,,,,,,0,,,,,,
2017-07-11,21:09:00,COM VÍTIMA,FINALIZADA,ALTO JOSÉ BONIFÁCIO,RUA ALTO DOS BOIS,615,,PROX. DA QUADRA DE ESPORTES,RUA ALTO DOS BOIS,615,PROX. DA QUADRA DE ESPORTES,ALTO JOSÉ BONIFÁCIO,COLISÃO,1,,,,,1,,,,1,,,,,,,,
2017-07-11,22:18:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA VISCONDE DE JEQUITINHONHA,98,,NA ENTRADA DO PRINCIPAL PARA O SHOPPING RECIFE PROX ACADEMIA CRISTAN,RUA VISCONDE DE JEQUITINHONHA,98,NA ENTRADA DO PRINCIPAL PARA O SHOPPING RECIFE PROX ACADEMIA CRISTAN,BOA VIAGEM,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-07-11,22:29:00,COM VÍTIMA,FINALIZADA,AFOGADOS,RUA VINTE E UM DE ABRIL,,,PROX A FABRICA DO CAFE PETINHO,RUA VINTE E UM DE ABRIL,,PROX A FABRICA DO CAFE PETINHO,AFOGADOS,COLISÃO,1,1,,,,,,,,1,,,,,,,,
2017-07-11,23:07:00,COM VÍTIMA,CANCELADA,BOA VIAGEM,RUA SA E SOUZA,111,,PROX A PADARIA SANTA ROSA,RUA SA E SOUZA,111,PROX A PADARIA SANTA ROSA,BOA VIAGEM,COLISÃO,1,1,,,,,,,,1,,,,,,,,
2017-07-12,00:32:00,SEM VÍTIMA,FINALIZADA,JORDÃO,RUA DR ALVARO FERRAZ,,,PROX AO TERMINAL DO JORDAO BAIXO E DA PRAÇAJORDAO DE BAIXO,RUA DR ALVARO FERRAZ,,PROX AO TERMINAL DO JORDAO BAIXO E DA PRAÇAJORDAO DE BAIXO,JORDÃO,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-07-12,07:08:00,SEM VÍTIMA,FINALIZADA,JOANA BEZERRA,AV MARTIN LUTHER KING,,,NO SEMAFORO 038 E/F DO FORUM RODOLFO AURELIANO,AV MARTIN LUTHER KING,,NO SEMAFORO 038 E/F DO FORUM RODOLFO AURELIANO,JOANA BEZERRA,COLISÃO,1,,,,,1,,,,0,,,,,,,,
2017-07-12,07:18:00,SEM VÍTIMA,CANCELADA,TORRÕES,AV ENGENHEIRO ABDIAS DE CARVALHO,,,NA DESCIDA DO VIADUTO DA ABDIAS E/F DA DLP S/T CID,AV ENGENHEIRO ABDIAS DE CARVALHO,,NA DESCIDA DO VIADUTO DA ABDIAS E/F DA DLP S/T CID,TORRÕES,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-07-12,07:46:00,COM VÍTIMA,FINALIZADA,JORDÃO,AV MARECHAL MASCARENHAS DE MORAES,6347,,AO LADO DO MURO DO AEROPORTO AGENCIA SUCESSO CAMINHOES S/T RECIFE,AV MARECHAL MASCARENHAS DE MORAES,6347,AO LADO DO MURO DO AEROPORTO AGENCIA SUCESSO CAMINHOES S/T RECIFE,JORDÃO,COLISÃO,,1,,,,,,,,1,,,,,,,,
2017-07-12,07:48:00,SEM VÍTIMA,CANCELADA,BAIRRO DO RECIFE,AV ALFREDO LISBOA,,,APOS O MARCO ZERO, AO LADO DA DELEGACIA,AV ALFREDO LISBOA,,APOS O MARCO ZERO, AO LADO DA DELEGACIA,BAIRRO DO RECIFE,COLISÃO,,,,,,,,,,0,,,,,,
2017-07-12,08:30:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV PRESIDENTE DUTRA,,,EM FRENTE AO POSTO IPIRANGA, AO LADO DO SAL E BRASA, SENTIDO BOA VIAGEM,AV PRESIDENTE DUTRA,,EM FRENTE AO POSTO IPIRANGA, AO LADO DO SAL E BRASA, SENTIDO BOA VIAGEM,IMBIRIBEIRA,COLISÃO,1,,,,,1,,,,0,,,,
2017-07-12,08:55:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA RIBEIRO DE BRITO,404,,AO LADO DO EDF. BLUE TOWER,RUA RIBEIRO DE BRITO,404,AO LADO DO EDF. BLUE TOWER,BOA VIAGEM,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-07-12,10:21:00,SEM VÍTIMA,FINALIZADA,ALTO DO MANDU,RUA SIRIJI,314,,E/F DA IGREJA DO ALTO DO MANDÚ,RUA SIRIJI,314,E/F DA IGREJA DO ALTO DO MANDÚ,ALTO DO MANDU,COLISÃO,1,,,,,,1,,,0,,,,,,,,
2017-07-12,10:59:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV CRUZ CABUGA,,,E/F DO GINASIO PERNAMBUCANO S/T OLINDA,AV CRUZ CABUGA,,E/F DO GINASIO PERNAMBUCANO S/T OLINDA,SANTO AMARO,COLISÃO,1,1,,,,,,,,1,,,,,,,,
2017-07-12,11:50:00,SEM VÍTIMA,FINALIZADA,AFOGADOS,AV SUL,,,AV SUL COM A NICOLAU PEREIRA, SENTIDO CENTRO,AV SUL,,AV SUL COM A NICOLAU PEREIRA, SENTIDO CENTRO,AFOGADOS,COLISÃO,1,,,,,1,,,,0,,,,,,
2017-07-12,12:01:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,,NO SEMAFORO 631,AV MARECHAL MASCARENHAS DE MORAES,,NO SEMAFORO 631,IMBIRIBEIRA,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-07-12,12:31:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,3214,,EM FRENTE A FERREIRA COSTA/ SENTIDO AEROPORTO,AV MARECHAL MASCARENHAS DE MORAES,3214,EM FRENTE A FERREIRA COSTA/ SENTIDO AEROPORTO,IMBIRIBEIRA,COLISÃO,1,,,,,,1,,,0,,,,,,,,
2017-07-12,13:22:00,SEM VÍTIMA,FINALIZADA,SANTO AMARO,RUA DO HOSPICIO,841,,ENFR A ESCOLA LUIZ DEOGADO,RUA DO HOSPICIO,841,ENFR A ESCOLA LUIZ DEOGADO,SANTO AMARO,CHOQUE,1,,,,,,,,1,0,,,,,,,,
2017-07-12,13:22:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,RUA DEZ DE JULHO,210,,E/F DA MARCIO CRISTAL S/T BOA VIAGEM,RUA DEZ DE JULHO,210,E/F DA MARCIO CRISTAL S/T BOA VIAGEM,IMBIRIBEIRA,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-07-12,14:12:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV REPUBLICA DO LIBANO,511,,NA DESCIDA DO VIADUTO AO LADO DO EMPRESARIAL RIOMAR TRADE CENTER,AV REPUBLICA DO LIBANO,511,NA DESCIDA DO VIADUTO AO LADO DO EMPRESARIAL RIOMAR TRADE CENTER,BOA VIAGEM,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-07-12,14:59:00,SEM VÍTIMA,FINALIZADA,CAXANGÁ,AV CAXANGA,2647,,E/F VIP CAR VEICULOS S/T CID,AV CAXANGA,2647,E/F VIP CAR VEICULOS S/T CID,CAXANGÁ,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-07-12,15:17:00,COM VÍTIMA,FINALIZADA,SANTO ANTÔNIO,AV DANTAS BARRETO,312,,EM FRENTE AO BANCO SANTANDER,AV DANTAS BARRETO,312,EM FRENTE AO BANCO SANTANDER,SANTO ANTÔNIO,ATROPELAMENTO,,1,,,1,,,,,1,,,,,,,,
2017-07-12,15:49:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV RECIFE,,,ENFR AO SAL E BRASA SENTIDO IPSEP,AV RECIFE,,ENFR AO SAL E BRASA SENTIDO IPSEP,IMBIRIBEIRA,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-07-12,16:00:00,SEM VÍTIMA,FINALIZADA,BOA VISTA,RUA DO HOSPICIO,,,ENFR A FACULDADE DE DIREITO E PROX AO TREZE DE MAIO,RUA DO HOSPICIO,,ENFR A FACULDADE DE DIREITO E PROX AO TREZE DE MAIO,BOA VISTA,COLISÃO,,,,,,,,2,,0,,,,,,,,
2017-07-12,16:04:00,SEM VÍTIMA,FINALIZADA,GRAÇAS,RUA ALBERTO PAIVA,,,CRUZAMENTO COM AV RUI BARBOSA, SEMAFORO 305, AO LADO DA PEDRAGON,RUA ALBERTO PAIVA,,CRUZAMENTO COM AV RUI BARBOSA, SEMAFORO 305, AO LADO DA PEDRAGON,GRAÇAS,COLISÃO,2,,,,,,,,,0,,,,
2017-07-12,16:41:00,SEM VÍTIMA,FINALIZADA,PARNAMIRIM,EST DO ARRAIAL,3379,,NÚMERO DE RESIDENCIA,EST DO ARRAIAL,3379,NÚMERO DE RESIDENCIA,PARNAMIRIM,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-07-12,17:14:00,SEM VÍTIMA,CANCELADA,ENCRUZILHADA,RUA CASTRO ALVES,,,EM FRENTE AO ITAU prox a farmacia pague menos,RUA CASTRO ALVES,,EM FRENTE AO ITAU prox a farmacia pague menos,ENCRUZILHADA,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-07-12,17:42:00,COM VÍTIMA,FINALIZADA,VÁRZEA,AV PROFESSOR ARTUR DE SA,1953,,ENFR AO CEMITERIO DA VARZEA,AV PROFESSOR ARTUR DE SA,1953,ENFR AO CEMITERIO DA VARZEA,VÁRZEA,COLISÃO COM CICLISTA,1,,,1,,,,,,1,,,,,,,,
2017-07-12,18:37:00,SEM VÍTIMA,FINALIZADA,TORREÃO,RUA EPAMINONDAS CRISTOVAO DE OLIVEIRA,,,AO LADO DO RESTAURANTE YOKI // PROX AO POSTO BR,RUA EPAMINONDAS CRISTOVAO DE OLIVEIRA,,AO LADO DO RESTAURANTE YOKI // PROX AO POSTO BR,TORREÃO,COLISÃO,,,,,,,2,,,0,,,,,,,,
2017-07-12,19:16:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA GENERAL EDSON AMANCIO RAMALHO,946,,DEPOIS DO HIPER BOMPREÇO SENTIDO VIA MANGUE ENFR AO ED GOLD WHEY,RUA GENERAL EDSON AMANCIO RAMALHO,946,DEPOIS DO HIPER BOMPREÇO SENTIDO VIA MANGUE ENFR AO ED GOLD WHEY,BOA VIAGEM,COLISÃO,1,,,,,,1,,,0,,,,,,,,
2017-07-12,20:02:00,SEM VÍTIMA,FINALIZADA,BOA VISTA,AV CONDE DA BOA VISTA,,,CRUZAMENTO COM A RIUA DA SOLEDADE,AV CONDE DA BOA VISTA,,CRUZAMENTO COM A RIUA DA SOLEDADE,BOA VISTA,ENGAVETAMENTO,3,1,,,,,,,,0,,,,,,,,
2017-07-12,20:41:00,SEM VÍTIMA,CANCELADA,BOA VISTA,AV GOVERNADOR CARLOS DE LIMA CAVALCANTI,,,AO LADO DO NOVO MAC DONALD´S,AV GOVERNADOR CARLOS DE LIMA CAVALCANTI,,AO LADO DO NOVO MAC DONALD´S,BOA VISTA,COLISÃO,1,,,,,1,,,,0,,,,,,,,
2017-07-12,21:13:00,COM VÍTIMA,FINALIZADA,PRADO,RUA PADRE TEOFILO TWORZ,,,CRUZAMENTO COM A RUA SANTA EDWIRGEM,RUA PADRE TEOFILO TWORZ,,CRUZAMENTO COM A RUA SANTA EDWIRGEM,PRADO,COLISÃO,1,1,,,,,,,,1,,,,,,,,
2017-07-12,21:50:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,VIADUTO TANCREDO NEVES,,,NA DESCIDA DO VIADUTO TANCREDO NEVES// NAS PROXIMIDADES DO RESTAUTANTE SAL E BRASA,VIADUTO TANCREDO NEVES,,NA DESCIDA DO VIADUTO TANCREDO NEVES// NAS PROXIMIDADES DO RESTAUTANTE SAL E BRASA,IMBIRIBEIRA,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-07-13,03:45:00,SEM VÍTIMA,FINALIZADA,CAXANGÁ,RUA CAMBUCI,,,ENTRADA DO HOSPITAL GETULIO VARGAS,RUA CAMBUCI,,ENTRADA DO HOSPITAL GETULIO VARGAS,CAXANGÁ,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-07-13,05:56:00,SEM VÍTIMA,FINALIZADA,GRAÇAS,RUA JOAQUIM NABUCO,,,SOBRE A PONTE DO CAPUNGA, SEMÁFORO 387,RUA JOAQUIM NABUCO,,SOBRE A PONTE DO CAPUNGA, SEMÁFORO 387,GRAÇAS,COLISÃO,3,,,,,,,,,0,,,,,,
2017-07-13,06:21:00,SEM VÍTIMA,FINALIZADA,CAXANGÁ,AV CAXANGA,4435,,EM FRENTE DO BOI BRASA,AV CAXANGA,4435,EM FRENTE DO BOI BRASA,CAXANGÁ,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-07-13,06:47:00,COM VÍTIMA,FINALIZADA,BEBERIBE,AV BEBERIBE,1638,,EM FRENTE AO MERCADAO DO OLEO,AV BEBERIBE,1638,EM FRENTE AO MERCADAO DO OLEO,BEBERIBE,COLISÃO,2,,,,,,,,,1,,,,,,,,
2017-07-13,07:41:00,SEM VÍTIMA,FINALIZADA,BAIRRO DO RECIFE,AV MARTIN LUTHER KING,,,EM FRENTE DA CAIXA ECONOMICA,AV MARTIN LUTHER KING,,EM FRENTE DA CAIXA ECONOMICA,BAIRRO DO RECIFE,COLISÃO,1,1,,,,,,,,0,,,,,,,,
2017-07-13,08:26:00,SEM VÍTIMA,FINALIZADA,IPUTINGA,RUA SAO MATEUS,122,,EM FRENTE AO MERCADINHO OLIVEIRA,A HA 100 METROS DO POSTO BR,RUA SAO MATEUS,122,EM FRENTE AO MERCADINHO OLIVEIRA,A HA 100 METROS DO POSTO BR,IPUTINGA,COLISÃO,2,,,,,,,,,0,,,,,,
2017-07-13,09:03:00,COM VÍTIMA,FINALIZADA,TORRE,RUA LAGOA DO RANCHO,346,,E/F A KEL BIKE (RESIDENCIA). POR TRÁS DO CARREFOUR.,RUA LAGOA DO RANCHO,346,E/F A KEL BIKE (RESIDENCIA). POR TRÁS DO CARREFOUR.,TORRE,COLISÃO,1,1,,,,,,,,1,,,,,,,,
2017-07-13,09:38:00,SEM VÍTIMA,CANCELADA,GUABIRABA,AV DA RECUPERACAO,,,DEPOIS DA UPINHA E ANTES DO TERMINAL DOS ÔNIBUS DA GUABIRABA,AV DA RECUPERACAO,,DEPOIS DA UPINHA E ANTES DO TERMINAL DOS ÔNIBUS DA GUABIRABA,GUABIRABA,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-07-13,10:08:00,SEM VÍTIMA,FINALIZADA,CORDEIRO,RUA GOMES TABORDA,1582,,EM FRENTE A EQUIPADORA AUTO ALARME,RUA GOMES TABORDA,1582,EM FRENTE A EQUIPADORA AUTO ALARME,CORDEIRO,COLISÃO,1,1,,,,,,,,0,,,,,,,,
2017-07-13,11:18:00,SEM VÍTIMA,FINALIZADA,ILHA DO LEITE,RUA FRANCISCO ALVES,,,ESQUINA COM A PRAÇA MIGUEL DE CERVANTES,RUA FRANCISCO ALVES,,ESQUINA COM A PRAÇA MIGUEL DE CERVANTES,ILHA DO LEITE,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-07-13,12:10:00,COM VÍTIMA,FINALIZADA,SÃO JOSÉ,RUA DA CONCORDIA,,,E/F DA VEZEZA SOM,RUA DA CONCORDIA,,E/F DA VEZEZA SOM,SÃO JOSÉ,COLISÃO,1,1,,,,,,,,1,,,,,,,,
2017-07-13,12:11:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA COSMORAMA,548,,E/F DO POSTO BR,RUA COSMORAMA,548,E/F DO POSTO BR,BOA VIAGEM,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-07-13,12:38:00,SEM VÍTIMA,FINALIZADA,MADALENA,RUA BENFICA,,,E/F AO POSTO BR - PRAÇA DO CLUBE INTERNACIONAL,RUA BENFICA,,E/F AO POSTO BR - PRAÇA DO CLUBE INTERNACIONAL,MADALENA,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-07-13,12:45:00,SEM VÍTIMA,FINALIZADA,PINA,PTE GOVERNADOR PAULO GUERRA,,,EM CIMA DA PONTE/ SENTIDO PINA,PTE GOVERNADOR PAULO GUERRA,,EM CIMA DA PONTE/ SENTIDO PINA,PINA,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-07-13,13:30:00,COM VÍTIMA,FINALIZADA,JARDIM SÃO PAULO,RUA LEANDRO BARRETO,909,,PROXIMO A PADARIA LAROQUE,RUA LEANDRO BARRETO,909,PROXIMO A PADARIA LAROQUE,JARDIM SÃO PAULO,COLISÃO,1,1,,,,,,,,1,,,,,,,,
2017-07-13,13:32:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA ERNESTO DE PAULA SANTOS,913,,E/F AO POSTO SETTA,RUA ERNESTO DE PAULA SANTOS,913,E/F AO POSTO SETTA,BOA VIAGEM,COLISÃO,1,,,,,1,,,,0,,,,,,,,
2017-07-13,14:24:00,COM VÍTIMA,FINALIZADA,IBURA,RUA VALE DO ITAJAI,171,,PROX DA UPA DA LAGOA ENCANTADA,RUA VALE DO ITAJAI,171,PROX DA UPA DA LAGOA ENCANTADA,IBURA,COLISÃO,1,1,,,,,,,,1,,,,,,,,
2017-07-13,14:49:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV CRUZ CABUGA,,,E/F DO SHOPPING TACARUNA PROX DA PARADA DO BRT S/T CID,AV CRUZ CABUGA,,E/F DO SHOPPING TACARUNA PROX DA PARADA DO BRT S/T CID,SANTO AMARO,COLISÃO,1,1,,,,,,,,1,,,,,,,,
2017-07-13,15:17:00,SEM VÍTIMA,FINALIZADA,SÃO JOSÉ,C SANTA RITA,,,DECIDA DO VIADUTO - FORTE DAS 5 PONTAS,C SANTA RITA,,DECIDA DO VIADUTO - FORTE DAS 5 PONTAS,SÃO JOSÉ,COLISÃO,1,,,,,,1,,,0,,,,,,,,
2017-07-13,15:27:00,SEM VÍTIMA,FINALIZADA,ENCRUZILHADA,AV JOAO DE BARROS,,,E/F AO ETEPAM,AV JOAO DE BARROS,,E/F AO ETEPAM,ENCRUZILHADA,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-07-13,15:50:00,SEM VÍTIMA,FINALIZADA,PONTO DE PARADA,RUA MEM DE SA,254,,EM FRENTE AO EDIFICIO MEM DE SA,RUA MEM DE SA,254,EM FRENTE AO EDIFICIO MEM DE SA,PONTO DE PARADA,COLISÃO,1,1,,,,,,,,0,,,,,,,,
2017-07-13,16:14:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA LE PARC,100,,E/F DO CONDOMINIO LE PARC,RUA LE PARC,100,E/F DO CONDOMINIO LE PARC,BOA VIAGEM,COLISÃO,1,1,,,,,,,,0,,,,,,,,
2017-07-13,16:42:00,COM VÍTIMA,EQUIPE EM DESLOCAMENTO,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,,,EM FRENTE AO POSTO BR, SENTIDO OLINDA, PROX. AO TACARUNA,AV GOVERNADOR AGAMENON MAGALHAES,,EM FRENTE AO POSTO BR, SENTIDO OLINDA, PROX. AO TACARUNA,SANTO AMARO,COLISÃO,1,1,,,,,,,,1,,,,
2017-07-13,17:12:00,COM VÍTIMA,FINALIZADA,CAMPO GRANDE,RUA ODORICO MENDES,165,,PROX DO CLUBE DAS PÁS,RUA ODORICO MENDES,165,PROX DO CLUBE DAS PÁS,CAMPO GRANDE,COLISÃO,1,1,,,,,,,,1,,,,,,,,
2017-07-13,18:01:00,SEM VÍTIMA,FINALIZADA,SÃO JOSÉ,RUA IMPERIAL,1473,,DEPOIS DO VIADUTO DA JOANA BEZERRA,RUA IMPERIAL,1473,DEPOIS DO VIADUTO DA JOANA BEZERRA,SÃO JOSÉ,COLISÃO,1,,,,,,1,,,0,,,,,,,,
2017-07-13,18:18:00,SEM VÍTIMA,FINALIZADA,ESPINHEIRO,AV NORTE,,,CRUZAMENTO COM A RUA MARQUEZ DO PARANÁ // SEMÁFDORO 056,AV NORTE,,CRUZAMENTO COM A RUA MARQUEZ DO PARANÁ // SEMÁFDORO 056,ESPINHEIRO,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-07-13,18:36:00,SEM VÍTIMA,FINALIZADA,IPSEP,AV RECIFE,2750,,ENFR A MARAVILHA MOTOS HONDA E CASA DA BATERIAS CRUZAMENTO COM AV DOIS RIOS,AV RECIFE,2750,ENFR A MARAVILHA MOTOS HONDA E CASA DA BATERIAS CRUZAMENTO COM AV DOIS RIOS,IPSEP,ENGAVETAMENTO,4,,,,,,,,,0,,,,,,,,
2017-07-13,19:37:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV NORTE,,,CRUZ. COM A RUA 13 DE MAIO,AV NORTE,,CRUZ. COM A RUA 13 DE MAIO,SANTO AMARO,COLISÃO,1,,,,,,,,,1,,,,,,,,
2017-07-13,20:32:00,SEM VÍTIMA,FINALIZADA,ILHA DO RETIRO,AV ENGENHEIRO ABDIAS DE CARVALHO,335,,ENFR AO POSTO EXTRA,AV ENGENHEIRO ABDIAS DE CARVALHO,335,ENFR AO POSTO EXTRA,ILHA DO RETIRO,ENGAVETAMENTO,3,,,,,,,,,0,,,,,,,,
2017-07-13,23:06:00,COM VÍTIMA,FINALIZADA,PARNAMIRIM,EST DO ENCANAMENTO,,,CRUZAMENTO COM HARMONIA ENFR A PADARIA PORTO DOS PAES,EST DO ENCANAMENTO,,CRUZAMENTO COM HARMONIA ENFR A PADARIA PORTO DOS PAES,PARNAMIRIM,COLISÃO,1,1,,,,,,,,1,,,,,,,,
